,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,user_id,review_id,review_title,review_content_WC,title_sentiment,main_sentiment
203,B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),Electronics,349.0,999.0,65.0,4.0,839,"AHPHVDOD3W672U45KKZQIJZTHLGQ,AGPYJRR7TI32QGUNYSFCA6T4OPMA,AHD3DG7REA3RLWBAR7RRD4FBJWZQ,AFZE7KG2W5XOGLTWA2J4CSAHNXWA,AHCAEA2HVGPCU36JGCIE45OQVG2Q,AH7F2AQYA3MVSXKJW3SJUG2UVLHA,AEUW2HNBJ3RXYHK2OXKXJ2Y3MCZQ,AEB2ODYYKIX6P2T3SP7PADBNKGPQ","R1PO9JZJI1SP0V,RFURJKL6POOC5,RBHSTO6P5WKLZ,R1TAJ9HUYXKRQY,RQ1YIKCGI9IPB,R3CP5PO9W7VMQK,R23KLGKME9RK9T,R29BRGAUN8KQJN","Damaged product,Good quality aa well as fit,Good but fits loose at top, bit tight at bottom.,Fits the Samsung Smart TV Remote Perfectly!!,Perfectly fitted,Costly but good,Average product,A worthy product",203,positive,positive
204,B00GG59HU2,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",Electronics,467.0,599.0,22.0,4.4,44054,"AH3JUIQYDAPZIELYMMCLQIF66NDA,AGM6VKOVQWLVZW5NXUZ2SW6UHGJA,AFLPBF5SMLJA7SIGVIGSREWQQWIQ,AH2S5LLQQULHAD7BHBZ7XSEOEA6Q,AFPTOFOQ3XNIJPY6PP6YDXKKRC7A,AG7VVM3KQOOLBILDBXWV7KTPIMHQ,AENDSRXBY6PDISBBPQBO4QFMPOHA,AGI22WQ2X6RMINFMZWLRXXUNW6JQ","RJQS7P8SU8IWQ,R1UGY1AUWR3H1S,REGWIUI7EJ0IS,RIOXEFPBH3GVJ,RUMYIU0ZZG3K,RGCN4QA7Y5QFL,R3KVIR3Y8WBEXP,R3R7EC2HWX3X1Z","BEST WITH BOAT & LG SMART TV,This product is overpriced,Good picture quality, sturdy,It worked when I connect with soundbar to the smart TV,Good 👍,Good quality product my solve screen onn off,Ok,This cable support HDMI arc, but each time we have to select port in TV",30,positive,positive
205,B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories,449.0,599.0,25.0,4.0,3231,"AFEJFJOFJO4XQTAUFXZALFURTCUQ,AFAXUU47RN762WSSN4WATCSYAJ4A,AGLOERHFT2VT7MSRJVX7AR4YJKEQ,AG43C22P52ROYFXBHCND6X3QI4PA,AGIC5NIRGP4DCEB4RYQEK5S3IGRA,AE4WAZZ4DGMPHC2IFXOPULQIT6ZA,AH4NTJSGZJU46T6V3HLTRFW27U4A,AEDYRTC4664YWM5FEQVQB3IVCAMA","R19ER862292N5Q,R21RA48Q90YTS4,R1XDQKBJ04AVJP,R2IZBKO6011QXE,R1D7K5GBWOXM3R,ROWQXDKTB82ZR,R18XNHDAT5U193,R1QOW7Y2I3X8LQ","It works,Reasonably Good Product,Very usefull,Work with iPod perfectly.,Not a good product,Wonderful Product and fast charging,Nice cable,Usefull to me",231,positive,positive
206,B09ZPJT8B2,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),Electronics,11990.0,31990.0,63.0,4.2,64,"AG6TQFT2J2BQW67NBTLB4X6XYC5A,AGGFJ5HSIY4FHH4F75FFRBJRBBTA,AGMVK4LJDAES7HGNXYGUMBETQYEA,AFELJW5BKK3BPKBH2GJO3MW5H2GA,AEWXS2P3GWY5JZ2B2BZCIXHODFVA,AGCEI7TBUUF5BXSSGXSRVT3HPCAQ,AF5FBSTURBSA7VGB3DPTQVQ6CXOA,AEEL3YZEVV6RI67NSG7M65TCKEDA","R32DF3HCO27053,R11DLOHUC77VHV,R36X1KA9QU05FD,R2HEFVEAZ8AIWT,RR0KMPBLVAMVA,RPYDN6B28I73B,RK6SO6RSVNLFQ,R3HP7I1OD5DNW4","Worth of money,There is no 8 gb storage only 2.8 is there,Superb quality,Good product,Nice product for tcl android smart tv,TCL 32inch android tv good quality and rate,Nice smart Tv,Paisa vasul",34,positive,positive
207,B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories,350.0,599.0,42.0,3.9,8314,"AFY3XWUSTQABIV5OERXNLAPIZBTA,AFDIP7UX2AVN7Q42UVSPWBZDSKJQ,AF2UJQYDINULS75GB476GZ3F5HKA,AFBYRGPVHQDBRHAQHZYD5JCR2VMQ,AF5MN6PWXNKK5XXQPOD3TDRDO2YQ,AHEKP6OARUMDVOTRLNM73MQ2LYSA,AEV34N6R33BELH7SXLEZFWBCMJ3Q,AE4YIOCA5OVDV3GCCYFIJZ3XEKCA","R3RLXT74FJNH0M,R2DKEWKEV812QE,RV83FJKABN7I9,R907U5NEBJ1YF,R2AYNKOODU7SLG,R7214V7D90EN3,R3CHENLYCMAW08,R2KP7SQ4MX7F48","They did what they said... Sent a replacement when complained...,Charging Rapidly on Replacement,They did what they said... Sent a replacement when complained...,Capacity,Not original but worth buying,Does not support fast charging,Good,Good quality",1168,negative,negative
208,B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&Accessories,252.0,999.0,75.0,3.7,2249,"AF42E36WI766TJEIU3A43B5SKHDA,AFTX5FBSNUBV4KDAAFCLPYVIT7PA,AEQ6GH2IHN2VPIDQTT5LUKGH6GXA,AG3Q4BJZXEPHGTX4QEJZGHQJIDMQ,AFPKII5ZDNUD3OIMHD5FUTKBOGNQ,AFBGSJVXAQRB4AOEX6CFHBBQEVXQ,AHLRNSGTZ5G2HBYEKPABQST4A3NA,AF7X57ZWMMENYXKPBWBXQVLFZ46Q","RJ4G2WPEDZFK9,R26UEGFQE0CAHX,RS9X8J9FRZLXD,R3LX92PW7T1NM4,RE584E1HHMEB6,RKHB971WSLXO5,R2DQH059GA5LFM,R35JVF8Z4K6TFP","Value for money,faulty product,Must buy,Best one,Fine with the charger,Not upto the mark…one time usage product,Value for money,review",119,negative,positive
209,B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,Electronics,204.0,599.0,66.0,3.6,339,"AF3XUWT2436N7RHNRA7RNALJB74Q,AEOI5IZQ52FK6IT2FCZNE5LUCBNA,AFHQK5EVOXJQOV6ND7A7RESRSZXQ,AERDX5Z6F4SNHSYXM6Q3RKZHNHRQ,AGLTJEIA65FMSJC555OYU5ZMNOLA,AHRW74XAWDCJR7LLTQZTX6NNTY6A,AHNLND23LRRQQ5HTBQGEKYKUYDJA,AE3WB4ZVEGCMAZMHPCPLCQNKKQHQ","R23VU14H85GINN,RD8Y8FJWLK3XY,RU5K3FZ0CXHM7,R17Q98YONHJWHJ,R3TFFDWEHT3NTP,R2OSACKU5SYG47,RWWWFTZ9CN3TK,R10A14SK3WPO23","its not Universal,Tatasky remote from Amazon is cheapest, best,Good services by amazon,Okay product,1 item missing,Nice product,Ok,Good for general use",95,negative,positive
210,B0BLV1GNLN,"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4",Electronics,6490.0,9990.0,35.0,4.0,27,"AGOYJRXFFVVGZDJTZV474WDLAPUA,AFU33Y7EUIZTFCE3QHWISRFUAG2Q,AE6DRYSJVPHBCSHCTRNULSU2D4CA,AHSRHKUU5AZ5ONNHBV3XIT6SOI7Q,AGDJSUUWIZJCPVADFXORM7A6KD6Q,AFTIB5G46ORBIMWQMKAWPGRTLR2Q,AFYDOUCV4JCJESNQ57MXOVGSJ5PQ,AHK23XTCQSYWXJS2PHSGZP7TDHOA","R37T34KL73SH6C,R3AUYKWLDXI3RJ,R3T0E4YGGLI4VL,R1J0Q9G0ZOG6PA,R2S29MR12K8IO9,R6M5JQDR2XO6E,R3I5Y7XOJAZIPZ,R3PLZEPY4BHWX","Beat projector for good price,Value for money,Excellent,Wow!!! Just wow!! 🔥🔥,Recently purchased and started using from yesterday,It's beautiful, premium portable useful gadget,Brightness is excellent.,Experience",122,positive,positive
211,B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,Electronics,235.0,599.0,61.0,3.5,197,"AGUQMWXN662DIDUVJPAO45CEY22A,AGIXLV5PXZOAER6EAYOT5A4CTKYQ,AEG4O3NA4UH2NADX7S54C6AROJVA,AGRTZW7IHUHHMDKJXOAW5EMVUGTQ,AGVN72RV5N6W42CET3JY7ZP7JFXQ,AFNZXOTYIRHPYZ3MYZ7BJC6XA23A,AGSBUA7UPDYWRK4QEA22TGZKGKWA,AFOCJSOFFOYRGY57ZBRKPOXKISXQ","R1NJ3CZKH3NT4T,R2OBDZG9GNKOYX,RHU5ZL65TEJAD,RY1WB55L5EA2V,RQ93EWXEO7QN8,R3CDY2Z4FRV14A,RZ5IVVOT5LORO,R3OMWY6WL6XFF1","Value for money,Does the job,Waste of money product,Ok types,Waste product,Good for the price and works well with Tatasky remote,Don't buy it,It works",133,negative,negative
212,B00NH13Q8W,"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories,299.0,800.0,63.0,4.5,74977,"AGBX233C7B7D7YZEL7ZLFWMQKFDQ,AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,AHJK4PVBRGDX4N5LYA4EKHULJOPQ,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,AGOCMOZJWGI5VHFT2RZLTQFZLKPQ,AGX3GCRGFU4IHAJZRUP655EEGSQA,AEG5JOZOUBWEAZOGQQR6YDVPTL6A,AGUQYXAUPX5VOWYZTIWXMUIGVGCQ","R1C8MVU3EIX56Y,R10RUXC7JD5S4I,R1AFBZ5PYTHO1Z,R3GQL7YKAFJMEN,R3B6H5JPG134KN,RUG04XHXRXK95,R2Q1OYOIJI5673,RJX2WGB0X99SY","Nice,good,Paisa vassol,Sturdy and long.,Good for the price and great quality.,Works as expected,Good,Good",210,positive,positive
213,B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,799.0,1999.0,60.0,4.2,8583,"AHXJZSVEOLZI5RBMJNOHPVSA2DNA,AGM3M7VSW4O2MBOMCFV7EQAY5ZLA,AFLTI23AJOP4G45H4KOUBGB64JZQ,AH2GTLVFFJBTLSGZ2CBTOK7C4NAQ,AFJ5KPIQGTPRDIYT4PGZCUN63SHQ,AGFGCIGENNJTFHE6ROZW3R43AI7A,AELDTBTLLQ2OITCG4BQTQWCJ2Z2A,AEBAKTSBJSTQP4QYDTXHO7LZDWTA","R1HU969QEMB97J,RJ2PP06G0YUWC,RUS257RE8HM73,R1ZY5HA6LYGSK9,R3CP1YVTRBNS5T,R1X5N0V34Q3ZMA,R45K5XEROLCRK,R37BJY9SQYRX82","Perfect cable for my use. Far better than the apple cable provided with my Ipad,Good buy,Good quality,Amazing build quality superb power full fast cable for my iPhone 11 pro,Good Product (Rated 5 star earlier but now reduced to 3 star as it stopped working within 6 months),Not so great,Good,Good product",277,positive,positive
214,B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),Electronics,299.0,999.0,70.0,3.8,928,"AGZNXVDF65JCLJDZWWFVCR6TRSZA,AF352RMPRSK6QENB33BZNV3DYI6A,AHXA4FZGPZGXWBJRFZ4V43RPP56A,AHYZHOPWDYWIXWQIZM36GLF34W2Q,AHOGJU7VZMKMUZTXCJXFVGQL4DNQ,AEE5R6QGK7NZBOBH65HH26TGX2XQ,AFUJVPG2FRVCOEAGRTVZIMGXVQXQ,AHEZEZY3JCBBOL45BEUNUPNLKNGQ","R1H0YNK5FI6IM9,RRVOLO108F914,R18D45T6ZYK9SS,R9IGOHDBCYFME,R5MA8UQ3PF9SN,RXY4DQWAVYWF6,R3M7PQLBYULEGY,R3PI3E0VLZY2C3","Good compatibility,Good Product,Good nice serves the purpose ..Build quality is also good .,Not meet the anticipation.,Good,Nive product worth for money.,Horrible experience,Thanks for prompt replacement.",68,negative,positive
215,B0B467CCB9,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,Electronics,6999.0,16990.0,59.0,3.8,110,"AG54KGAZMF7BPHMMR7QDFEV2U5UA,AGHHUYG4PCLACIML5VUOGDIFX2HA,AEGJTZ4QRK6UHU3EGUOFPFKVATWQ,AE3CEODJYJIUKTIQXGNWKTY5OH2A,AHAQNYD2MHN2DRPBGNIMCFSFVEVQ,AGVWKWY3A3XF527UOPOYXAI7HD5A,AGE5XDFN2XQVXGTDAWUYFKASXVXQ,AHNBZ52QCESB2BGL4VTHG2ULVKGQ","R1CENZ33411CCP,R1GSPMTXEMBLHP,RNICXWCGHEGNR,RXG29ZHDAZJ1Q,RO5SV6PIRUVQH,R2OCF75VV6W3GT,R1LCV30N6RKEEM,R1GQGOJ2RHOS26","Nice,Nice product,Value for money,Karbonn,Good,Nice product,Not suitable for external monitor purpose,Good",25,positive,positive
216,B095JQVC7N,OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),Electronics,42999.0,59999.0,28.0,4.1,6753,"AG3QTVXT2ODRVKOQJJRDV5KA2F2A,AGEYM57JOHPNX77ZYVSXPTX4FVNA,AHH557DUFIPFPRKDZ3K76U2DJ35Q,AE5WEK33Q53BHDQAPWRPVEN5OPZA,AGFDV2VE2PFK2W7FQZXLEPHK2BAA,AFOOUANHTKWSTZRG3HSE3TR7L5CQ,AEV7X32J6CUVHXXRZJ7EI7XSXYVA,AG7MREPON3XAAGY4WT4YGA7DZWCA","R2PF9QV9JEQO9K,R2NEN86P63G4ES,R302B7X6H0GIC0,R3H9O8F9LUY5N9,R1RGSA8QU78640,R2B3DRF8V2A9QI,R1KF9HPUVJTM0I,R3OCQ19TZWHSN5","Almost Perfect!,Review After using 1month,Nice tv,Panel and video quality,Good Product,Worth for money,Nice,Good",581,positive,positive
217,B08PPHFXG3,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),Electronics,173.0,999.0,83.0,4.3,1237,"AFGN6I3CNM2SKJXVEEVVXF2DPB5A,AFTMO6CVOY66R3ZORYEHYHDDHL3A,AFQ7YB2KKQJBIXOR2MDT73LJC7AA,AEZVWJFOSHCPWTVTIC7FYUU3YRVQ,AFOPZ6WMCGGEECOXSDATEOFTCUWA,AGYWWYHWWVCHRHGGPXCY2L5IDBRA,AFAZ2MPQWPMDM2OHEIKV7I5JA63A,AHVDHPDYTIGZ2AHWP3IYEBWBNTTA","R3H7ECG65NHSIZ,R33XIKQ7ZXFK0M,R14YWOUBGKOP9M,R3QI3EV1PDEDJT,RYRUD4M0M77U6,R32JNJANRO8KLT,RAJ3HLMLW5246,R3AOKWB5DJUZIT","It's working perfectly for my mi stick,It's a genuine product,good items. value for money.,good,Good quality product,value for money,Nice picture quality,Good Product",65,positive,positive
218,B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,209.0,600.0,65.0,4.4,18872,"AESNQRQGPFRFF3MIKZ6HWY3Z5XPQ,AGPYTMWCOQQUTOWXLIEPZVT3YR6A,AEQNAZMC4QPYMUSM5WKGQ722M3PA,AHWVJOF4IVRKFY6RJRSBQ2L6ZXQA,AE243IWFZJ3BB6E6WMUG52DHWJVA,AGFHZ6AJSZS22WXJ7NGOB6KVSZKQ,AE2VJTZLXNBNDNLTOJERY75Z3UFA,AF5AP7DKNQGWL6YX2IWXG7S3CKXQ","R1PU0LE5YRKY3Y,R2L5EHOA77MWQP,R1GOM8MCTLY767,R2DNNWQ9ROEWKT,RCZ2A2MM0MX3N,R33P4PO6NUBWHY,R2NWBZA1YTJSG5,R3HWZSNDCB8EQM","Good Quality Product,Good Product,Good,Perfect HDMI coupler,Very Good Connector,Does the job,Product is good but not working with Fire tv stick.,Perfect",69,positive,positive
219,B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories,848.99,1490.0,43.0,3.9,356,"AFCGAYGFQB27SUPPS7RARVDFJXVA,AE5Y3XGYJUA7M7JL53MYYBZLXFOA,AED3IJZWBNFRKJVPEX6E7S3J4YCQ,AER7TBTQXSCQP5Z5CWHLOLZZEBNA,AHEGZQDNFSYHYT754XCVROBSADWA,AGN2H42UCVV76T4BIVMIETTUUDHQ,AHE3IWQYPMMY5ZHPSQVBZ4C4KAIA,AFCG3C7XO3W6AMP7AMVY7543HCBA","R2BSJW1NHF0ZF2,R3CAZGSJ16RU2X,R222GCN4UA2IL5,R29YB9SHNRANAH,R1CLB7L1MCFLZ5,R1JYZM5JZE1ZCZ,R2VODN64HRU6XL,R15PFT9ZSOZ1T5","Low quality material use,Good one,Cable is good,Charging,Good,Good,Best car charging cable,Subscribe My channel - Tunetworks GAming",123,negative,positive
220,B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&Accessories,649.0,1999.0,68.0,4.2,24269,"AG3D6O4STAQKAY2UVGEUV46KN35Q,AHMY5CWJMMK5BJRBBSNLYT3ONILA,AHCTC6ULH4XB6YHDY6PCH2R772LQ,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,AENGU523SXMOS7JPDTW52PNNVWGQ,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ","R3HXWT0LRP0NMF,R2AJM3LFTLZHFO,R6AQJGUP6P86,R1KD19VHEDV0OR,R3C02RMYQMK6FC,R39GQRVBUZBWGY,R2K9EDOE15QIRJ,R3OI7YT648TL8I","Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good",60,positive,positive
221,B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,299.0,899.0,67.0,3.8,425,"AHPRJMHMROWKAHQBSB6YAMELKFDA,AEEUZBBPEPROX4BJYECX33XIBY7A,AG4DG477VEGVKYEYL3VZ2VIT5FWQ,AECB6MUP7WF3B2FO3FIYZWRPHRHQ,AF4AGIM7KGBGDENVGGMTJHGXXN6Q,AFALLWH7RZKCTWUFY6QELC2CPLMQ,AFUW2GDGVFBBFAU4FO7VS247ISKA,AFPD3I2VRSX6HD4LC3UPLAQYJTUQ","R1SGO9WPFCHYNN,R1RRH5FRHDD5BO,RFXQZHQJTAHZ0,R3EVQJSY23T8P1,R22WRBGK72Y12Z,R1BJGSXI1QZJ1E,RY57UJXJ6PFU9,RLGRM2EQJBC20","Good product,Bit price high.,Not the best,Issue with On off Button since first day.,Nice remote,Good,Stopped working in 1 month,Awesome product",96,positive,negative
222,B083GQGT3Z,"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",Electronics,399.0,799.0,50.0,4.1,1161,"AHKONLROYYEFMPWU5WN7NC5VZIEQ,AGACP7SH2Y22RU24IBBJZ5ZLKSBQ,AGTRZOFOV7NAURFMATSD2LXQ3ULQ,AHCRNC4ESN6FGR7MNQ6GRNIITZOQ,AHWAA4D6Y3PQJDLJHURM735G4FZA,AGLRLAEJWBUG45Z34UBULC6YPBLA,AEYFBVNWXJABK36ZPTY3MBNKB2SQ,AHMDBWJSOJMUF6TURP2BZMKXD37Q","R2CR72CAK85YA7,R1J7T1CF1601BH,R3IGDXE5UAOW8I,R13C8HGBSHKCE1,R2Y7FN8MCS4PT,R3ERLO7QTMAD3L,R3IEBGTGGSPM9N,R37YEXEGR87GSQ","Good for monitors and light weight TVs,Good adherness but adjustment screw is weak to adhere screen properly,Good,Quality is good,Good product, but has a fault,Space saver,DIY install a bit difficult,Very strong and sturdy",234,positive,positive
223,B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories,249.0,499.0,50.0,4.1,1508,"AHX6CSQGEBRWNFP27HRO6OHTKYXQ,AEOBGCGXCAHBMUOYKGJIISS7B2HQ,AHGAPUHNPLZZD7NW74AQPOEYPJIQ,AGKTH6UCTEE5C23YTWWUHXU2RUGQ,AHT5LZB5FO2RBAS6HFZPMSB47FJA,AGSBLSMYBGR27VKHLCERTQ4SXJQQ,AHJXXJ6QZSP5VH7GEUWUNOBETADQ,AE2YKXGI2XFOVDHNL6FF2RQAZ55A","RCXJF5CVRLCI4,R3V788MKGR7BT6,R26TE9PP1AORV7,R3B3S0D5B6B0T9,R2EO7OYSWLOBAW,R3L2IIFA8XR9G3,R3DHIYEVFB2Y64,R2G2OFHFR3409U","Good,Works with Samsung Fold 4 fast charge,Ok,Nice product,Great Cable for Charging,Charging problem seen a little bit,Best cable,A good contender for well known branded C2C cables.",414,positive,positive
224,B07YZG8PPY,TATA SKY HD Connection with 1 month basic package and free installation,Electronics,1249.0,2299.0,46.0,4.3,7636,"AFYPWMPR6XXQPAOLMGPWOW6HULQA,AFQTWROEABNVTNGTKSGW64SOWYVA,AHWAXDSNOFZ3KG77JFM6PGWCMC2Q,AH7XCBJFDY3QYRK2DC3EZHKDISJQ,AER66ION6CESF3DUWEL27DWJPDRA,AGRZAB2LJP4QQYHXKK3B7UW6YF2Q,AHDNNVM6ZKF3SF25MNEYWNE3NAMA,AENDUQLHGVQMTIYFLCLSI2O2C4IQ","R1HC3ZLVI3VC2L,RROY3V4G9AN02,R3DVFUQOK3JXZ7,R3H49JV0196DEP,RE4IGG1ZTRBVF,RFTSM34EH66WL,R3TT1JXUXT8ZR1,R5PQ3LYZAIGIZ","Very good product,All items is really good,value money,Good,Worthy product,Ok,Quality and Price marks Top.,Delivery too late , but nice products",247,positive,negative
225,B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,213.0,499.0,57.0,3.7,246,"AH2ZL3XW4QRBYIRYW5ILLXDH6A5Q,AG5EFWMU7ZA7UZV5X2B6KZPV4AJQ,AFORSYTI4AZVIRIMM3FZLNVMTYWA,AESO35ZBYCHLAWHSRFTJZGS5EDVQ,AG743FAA5YAG2Y2ORETMSE4FE6KA,AEEGO3RFZPTW2WUQBMW4S3SMZDEQ,AGVIYVV3N3TOZTZRNB5W5LOM7P4A,AGZ2G6SOXDGP7M5FUNMQZHSBJVHQ","R344C7U6JUIR8M,R1H13BW2E325NO,R1LB6DCH3CVZ4M,R1CZD6C0CHJ2A9,R1Z01G5G30GIQ3,R1VMGF3IL5KE9D,RT44HXN50X2AN,R3E4TI9911D1M6","Nice product.... Works well... Satisfactory purchase....,Not original Samsung remote,Nice,Not a bad deal,very good,Plastic quality,Works perfect!,Work well",73,positive,negative
226,B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,209.0,499.0,58.0,4.0,479,"AG4UNVU75Q7SYSAHMQ7XNPAM4Y2A,AES2BOVWXLI3RTOPQEKH3GCKANDQ,AHJ2PBZMYKYL5ZIS3RYNY5RQF5OA,AF3O4UMEWVEAG2555RB7QRZJ3V3Q,AEGSHUH24XRRJI6CKUBKUFVWIQCQ,AH7CBBXDYLF6D4NECP6UOHAD3DJQ,AGKUMIAJEBVE47SWGKSTRQIXQXCQ,AFSKSM4D23GMJJPYXOHYTH25FQQA","R2U46UVD4IRLY7,RCZUJPVI3RK1S,R3LXC8533HTPVS,R34H8D7WJ570X3,R71E1FO9JA0SZ,R2EQ2SIE31EKP,R181JO933138UE,R16SAN9HROV4HS","Better than original sony remote control,Good delivery time,Recommend to buy,Value for money but with other considerations,Excellent,Good,Superb,Excellent product!! Works well",104,positive,positive
227,B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),Electronics,598.0,4999.0,88.0,4.2,910,"AFFPESMMRAITVW75DEFP65LRTM4Q,AGXW55NHIVVAHXW3IGM6BG6HA6OA,AECGYTPJLGUMYHXYFCPA3P4N6E2A,AF2Y52M3AQ36TZ7VAMA5W3KB74JQ,AEXABSTGRXVIXYBPMDGZJVRMBKAQ,AFYNVJPHRZHVCMMJJQWJZEXXEO5Q,AHCJXA3UHPCHDF5PCBIWSKIWHNHQ,AH2PTACPV7AKZGU4RWG4M6WHCECQ","R26Z0O4978YU47,R13WAXAKPL2LIZ,RSOGJ8FAFL4E5,R3NS94CP1XBFL,R2GCTRSIEHHNXA,R2JI8EH2TR7BDR,RC9CBGOS4Y0ZA,R30MFJXWFH5IPS","Good quality but not superb,Good,Good,Not working properly,Must buy,Authentic. Orignal. Excellent,Not so good,Worth every paisa",59,positive,positive
228,B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories,799.0,1749.0,54.0,4.1,5626,"AFM3PEUDKST5I4ABCDADACT6UJCQ,AHIWDTUXZ2KUNE2BAZOWMZVDSS3A,AF6UHDAZK4ZALHNOJKQAZH6HISTA,AFUGI4MVDD6UIXUSOAONN3CJGO5Q,AHIVOVS2S5CODJ473W3ABVHSPSMA,AEC3N2HJPRWIDJRQNOE4CO6JCVUA,AHXODZHY6I6ZB3I5IUMGMLXCX2KQ,AEKIKDXW3S2LXR6V6BAV5LKQSYQA","R39DB3OJGB156P,R3SS4A3ZPHNIS3,R35PA44HZ71501,R8FCL3C8MXBOU,R1KKVZ2RMAQXRO,R1RGEWDBRHHG1G,R31DZYVAC4G3AB,R2XB4D0L7GYIJM","Worst product wornout after 2 months,Good product,Awesome | great,Worth a buy,Best Product!,Great one compare to original cable,Worked for a month, the power supply isn't as mentioned.,Ehh bhut lambi haii",23,positive,positive
229,B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories,159.0,595.0,73.0,4.3,14184,"AGDDIKK55GNJNHHGBYXRZNFAJVSQ,AGZUZBCBSRL4HEUJ2ESEQI6UQAKA,AGJYX7VFOCTB6NM5OIX76FSPWYGQ,AGU6KMDRGVR2PUUQ63BWULHEYKJQ,AECPFYFQVRUWC3KGNLJIOREFP5LQ,AHINIWK2KZENSZSLBZWEDOZMNEBA,AHWGL6F44GK5FTVW5XKEIHQEIULA,AEBHTXXQFWE7YM6GAR63C4QEJVLA","R2UZOF31IYEDYC,RA80Q7ZKXPY2Z,R2WAC57HUYHRL4,R2865Q514C2RZ7,R3CEPSJRDFFOBW,R312ZA2IHXIXXF,R1S0L7740D7M8W,R2D0IWLH03TPH7","Very good quality.,Nice product,Not a fast charger....,nice,A Good Type C adapter,Nice product,Value for money and easy to use.,Good",80,positive,positive
